lemma,stavek1,stavek2,oznaka (label),stavek_1_pomen,stavek_2_pomen;;;;;;;;
"pristati,""Zaradi polite kave je moralo letalo družbe United Airlines, ki je bilo na poti iz Chicaga v Frankfurt, pristati v Torontu."",""NO, SEM PRISTAL IN KOMAJ ČAKAM, DA TE VIDIM PRI DELU.”"",F,1,5";;;;;;;;
"pristati,""Ko je pristala pri založbi Sony, so ji najprej dali nalogo, da napiše nekaj pesmi za njihove izvajalce kot so Britney Spears, New Kids on the Block, Fergie in Pussycat Dolls."",""Če bi že prej vedela, kaj naju čaka, ne bi nikoli pristala na njeno vselitev."",F,3,5";;;;;;;;
"vrata,""Po tednu dni pa se je med podboji vrat, za katerimi je Ira bedela nad ribo, pojavila kakor moški visoka, plečata petdesetletnica s pordelimi zidarskimi dlanmi, oblečena v tvidast jopič z usnjenimi zaplatami na komolcih in obuta v pošvedrane mokasine."",""Dodali so mu dvojna električna drsna vrata, zato je vozilo bolj uporabno."",,,";;;;;;;;
"vrata,""Z gumbom na daljincu je odklenil limuzino, z drugim pa odprl njena široka, na debelo oblazinjena vrata in se zviška zavalil na sedež, obložen s pravim usnjem."",""Ko sem stopala od mize proti vratom, sem se počutila, kakor da se mi vrti v glavi."",,,";;;;;;;;
"vrata,""Ko je davnega leta 1959 zakorakala v svet kinematografije s svojim prvim igranim filmom Vrata ostaju otvorena Františka Čapa, ni Milena Dravić, največja in edina prava diva jugoslovanske kinematografije, niti slutila, da bodo zanjo vrata ostala odprta vse do danes, skoraj petdeset let."",""Prišla je tudi Tina z obvestilom, da so vsa vrata v zgornjem nadstropju zaklenjena."",,,";;;;;;;;
"vrata,""»Odpoved je dal tako, da je razbil vhodna vrata v mojo pisarno in vzel za popotnico nekaj orožja.«"",""Že ko je Kostić vstopil skozi vrata moje celice, sem vedel, da je nekaj hudo narobe."",,,";;;;;;;;
"vrata,""Ogled glavne prestolnice Slovaške: vzpon na grajski grič, kjer je bratislavski grad, glavni trg z ostanki srednjeveškega obzidja, mestnih vrat, Michalovega stolpa ter sprehod po Michalski in Venturski ulici."",""Ko je tiho odprl vrata, je stal Eça ob oknu in gledal ven v noč."",,,";;;;;;;;
"vrata,""Pojav lahko spremlja slabost, povišana temperatura, glavobol in celo otrdel vrat, bolečine v mišicah in sklepih ter povečane bezgavke."",Keanu je Lynn že odprl vrata svojega doma v zahodnem Hollywoodu in po dolgem času končno spet kaže malce bolj vesel obraz.,,,";;;;;;;;
"vrata,""Barva okenskih polic na najini hiši je na primer identična s premazom vrtnih vrat in vitičaste mreže, tudi material in barva vrtnega pohištva sta usklajena med seboj."",""Tel.: 040 231 289 Prodam Fiat Uno 1.0 IES, troje vrat, vožen na Primorskem, brez rje, brezhiben, redno vzdrževan, cena 300 €."",,,";;;;;;;;
"lestvica,""Bil bi neumen, če bi zanikal lestvico izkušenj, ki je tisto, čemur pravite evolucija."",""Na lestvici od 1 do 10 bi ji dal oceno 9,5!"",,,";;;;;;;;
"lestvica,""Njeni romantično kriminalni romani že leta osvajajo milijone bralk in bralcev po vsem svetu, kakor tudi vrhove prodajnih lestvic."",""Rezultate pisnega razumevanja italijanskega jezika in bralnih sposobnosti slovenskega jezika smo zbrali, jim določili razpone in dobili lestvico vrednosti."",,,";;;;;;;;
"lestvica,""Tako se je dogajalo, da so kontrolorji pri “vohalnem” testu označili spremembo vonja za tri stopnje, medtem ko je isti dezodorant pri drugi poskusni osebi povzročil spremembo na lestvici le za eno stopnjo."",Pri tem so si pomagali z izrazi na obrazih plakata mavrične lestvice čustev.,,,";;;;;;;;
"lestvica,""Na pozitiven premik v konkurenčnosti gospodarstva kaže tudi zadnje poročilo mednarodne institucije IMD, po katerem se je Slovenija na lestvici nacionalne konkurenčnosti med 55-imi državami uvrstila na 32. mesto, kar je 8 mest više kot v predhodnem letu."",""Bojanov drugi singel Preko ruba vremena je nežna balada, ki zaseda visoka mesta na lestvicah hrvaških radijskih postaj in tako presega uspehe prvega singla z naslovom Ne govori da me znaš ."",,,2";;;;;;;;
"lestvica,""Verjetno je lestvica samo do 500, tak da slovenskih ni not!!!"",""Ker se dekletoma briljantni videospoti iz dneva v dan bolj kopičijo, sta bili po svoje prav zadovoljni, da sta lahko na lestvico že teden prej uvrstili vročo zasedbo Da Phenomena."",T,2,2";;;;;;;;
"lestvica,""Za svoji najljubši skladbi in video lahko glasujete na dopisnici, ki jo pošljite na Pil PLUS, za Vroče lestvice, 1536 Ljubljana, ali na spletni strani www.pilplus-on.net ali s SMS-sporočili."",""Na vrhu službene lestvice jakosti ljubiteljev feferonov sta paprika vrste habanero, ki raste v Mehiki, in tezpur čili iz Indije, ki pa je zelo zelo redek."",,,";;;;;;;;
"lestvica,""Čim više smo na lestvici življenjskih položajev, manj je prijateljev, vse več nevoščljivcev."",""Ampak če bi vas zdaj prosila, da mi sestavite lestvico slovenskih estradnikov..."",,4,";;;;;;;;
"lovec,""Pilot Zoltan Peszeki je to opravil, vendar pa je med vzpenjanjem začel izgubljati višino, ob dotiku steze se je letalo odbilo, pilot pa uspešno katapultiral. „Steinhoff“ (JG 73 „S“), ki so takrat leteli na preurejenih lovcih MiG-29G."",""Ali lovci res potrebujejo tolikšno margino varnosti, ostaja še eno nerešeno vprašanje, čeprav Clark in Haswellova menita, da jo."",,7,";;;;;;;;
lovec,Oktobra 2000 sta v letalski bazi Taszar pristala dva palubna lovca F-14B tomcat in šest lovskih bombnikov F/A-18C hornet z letalonosilke USS George Washington (CVN-73).,Finančne tegobe spremljajo tudi uvajanje novega lovca gripen v operativno rabo.,T,7,7;;;;;;;;
"lovec,""Samo še raziskovalci in lovci namerno zaidejo v najbolj odročne kraje, kjer je še ohranjena prvobitna narava in živijo ljudje, ki naravo sprejemajo za strogo in varčno mater, ki jim nudi po malem vsega, kar ima."",""Ob tej priložnosti so poudarili tudi, da so lovci predvsem ljubitelji živali."",T,1,1";;;;;;;;
"lovec,""Priporočljivo je, da preživi sleherno uro razmika čim dlje od Stefana in njegovih sodelavcev, v samem stanovanju, sicer pa pri La Banyeri";" da poleg tega spi toliko, kolikor more, kajti tako je pred lovcem najlaže ostal negiben in ohranil trezno glavo."",""Po vojni so kozoroge naseljevali lovci, ki so kozoroge naselili tudi v Kamniške in Julijske Alpe."",,,1";;;;;;;
"lovec,""Mladenič se je spomnil uboge matere in že je hotel opustiti svoj namen, a Zeleni lovec ga začne zbadati s porogljivimi besedami in tako je šel lovec dalje po krvavi sledi."",""Lovec se iz mita ni mogel naučiti, kako naj ubije plen ali se učinkovito pripravi na lov, pomagal pa mu je, da se je spoprijel s svojimi zapletenimi čustvi pri ubijanju živali."",T,1,1";;;;;;;;
"lovec,""ZA MALE KOLIČINE PRIMARNIH PROIZVODOV, S KATERIMI PROIZVAJALEC OSKRBUJE KONČNEGA POTROŠNIKA ALI KRAJEVNO MALOPRODAJNO TRGOVINO ZA NEPOSREDNO OSKRBO KONČNIH POTROŠNIKOV, ZA MALE KOLIČINE SVEŽEGA MESA, KI JE PRIDOBLJENO OD PERUTNINE ALI KUNCEV, ZAKLANIH NA PROIZVAJALČEVEM GOSPODARSTVU, IN Z NJIM PROIZVAJALEC OSKRBUJE KONČNE POTROŠNIKE ALI MALOPRODAJNO TRGOVINO, ZA MALE KOLIČINE UPLENJENE DIVJADI ALI DIVJAČINE, S KATERIMI LOVCI NEPOSREDNO OSKRBUJEJO KONČNEGA POTROŠNIKA ALI KRAJEVNO MALOPRODAJNO TRGOVINO, MORAJO DRŽAVE ČLANICE SPREJETI SVOJA PRAVILA O HIGIENSKIH ZAHTEVAH."",""Slovenski javnosti, še posebej planincem, ni neznano ime, saj se je vrsto let oglašal v Planinskem vestniku, Lovcu in Kmečkem glasu z drobnimi prispevki o svojih doživetjih v naravi."",F,1,""opomba: stvarno ime, ni v Elexisu tega pomena""";;;;;;;;
"lovec,""Piloti lovcev MiG-29 so v zadnjem obdobju naleteli med 70 in 80 ur na leto, del tega naleta pa so opravili na šolskih L-39ZO albatros."",""Ljudje s krvno skupino 0, ki razvojno izvirajo iz lovcev in nabiralcev hrane, se ne počutijo dobro, če ne uživajo mesa."",F,7,1";;;;;;;;
"most,""Društvo Srečanje iz Žalca že več let na Razborju nad Loko pri Zidanem Mostu izvaja program javnega dela »Pomoč odvisnikom in njihovim družinam«, ki ga sofinancira tudi Občina Sevnica."",""No, vsekakor je Martin najboljša gostilna med Šentjakobom in Zidanim Mostom."",,,";;;;;;;;
"most,""Občina Sevnica se aktivno vključuje v vse postopke in pri predvidenih ureditvah na Gobavcah nastopa tudi kot nosilec postopka Občinskega podrobnega prostorskega načrta, ki povezuje predvideno gradnjo novega mostu čez Savo, med Sevnico in Logom, z navedenimi ureditvami na državni cestni infrastrukturi."",""- 25. april 2010 v SEM Multimedijska predstava za otroke Petek, 9. april, ob 12.00: Most prijateljstva - Mosto prijateljstvo - Pejtaušagoskri phurt"",F,1,7";;;;;;;;
"most,""»Pa ne dovolj,« je odvrnil Luciel, medtem ko je lâhko plovilo zrohnelo navzdol ter zavilo okoli opornika nekega mostu."",""Za to zahodno obvoznico v Mariboru je občina Maribor, mestna občina, ki ima 20.000 nezaposlenih, sama zgradila štiripasovni most, ki je povezoval oba bregova, republika pa še do dandanes ni uredila tega, da bi ta most bil s štiripasovnimi cestami povezan na cestno omrežje."",T,1,1";;;;;;;;
"most,""200 cevi že čaka, da postanejo nekaj več";" morda most, stolp ali celo skelet žirafe."",""Most naj bi bil širok 60 metrov, na njem bi bil par železniških tračnic, imel naj bi štiri vozišča za avtopromet, pa tudi pomožno vozišče."",T,1,1";;;;;;;
"most,""Priplesala sta valček do konca ulice, se vrtela prek mostu, plesala prek trga in priplesala vse do stare hiše, mimo vrste obnemelih, razvlečenih obrazov na oknih hiš";" nihče ni dvignil puške, pomeril v plešoči par in sprožil, to dejstvo pa ju je doseglo z vso težo šele v hodniku hiše, pred bledim Iztokovim obrazom."",""Tudi po vojni, ko lesenega kopališča na Loki ni bilo več in ko je mladina tam odstranila lesene barake in vso vojno navlako, je bilo pod mostom polno kopalcev."",T,1,1";;;;;;;
"most,""Na dnu zanikrne soteske pešačimo čez Most prijateljstva, točno na sredini dve drobceni rjavi črti označujeta mejo med Kitajsko in Nepalom."",""Bouch, ki je bil tudi načrtovalev mostu Tay, je predlagal viseči most z dvema razponoma po 488 m."",T,1,1";;;;;;;;
"most,""V Koreji so se ameriške letalske sile osredotočile na uničevanje kritičnih komunikacijskih točk (mostovi, predori itd.), vojaških oskrbovalnih konvojev ter logističnih centrov in skladišč."",""Kakšen je most, ki vodi do srca? Kje je most, ki pelje v neskončno in kateri je most, ki združi za vedno?"",F,1,4";;;;;;;;
"napetost,""poma gradi in čeprav nima Linina zgodba (žal) nič nenavadnega ali nepričakovanega, ustvari močno emocijo in rastočo napetost."",""Vedno večje in istočasno vse bolj nesmiselne grožnje oboroževalne tekme so prisilile razgrete glave na obeh straneh, da so pričeli razmišljati o popuščanju napetosti."",F,,4";;;;;;;;
"napetost,""Dan se je začel mirno in prijetno toplo v dopoldanskem času, ko so dekleta poslušala teoretični del začetnega tečaja, sočasno z naraščanjem temperature v zraku pa je naraščala napetost med dekleti, ko so nekaj ur kasneje na poligonu Združenja šoferjev in avtomehanikov Celje pod vodstvom inštruktorjev opravile tudi praktične vaje treninga varne vožnje."",""Češki raziskovalec Miroslav Provod je začel svoja merjenja s kondenzatorjem kapacitete 5000 mikrofaradov, ki ga je priključil na napetost enega volta."",F,9,1";;;;;;;;
"napetost,""Bližje ste, večja je napetost, ki lahko vodi tudi v prepir, bolj se umaknete, večje je hrepenenje, ki kliče po združitvi."",""Ker je bilo to obdobje visoke napetosti med Sovjetsko zvezo in Jugoslavijo, so se bali morebitnega napada sovjetske podmornice, vendar je pot kljub temu minila brez večjih incidentov."",T,4,4";;;;;;;;
"napetost,""Sem zelo nevaren za tiste, ki želijo v regiji nove napetosti, je po poročanju makedonske tiskovne agencije MIA dejal vodja turške diplomacije."",""Znano je, da napetost v očesnih mišicah povzroča umska napetost, torej motnje vida izvirajo iz ravni zavesti."",F,4,";;;;;;;;
"napetost,""Ob hreščanju bagrov in lomljenju pretežno lesenih stavb v vrtičkarskih dušah vre od napetosti, a na zunaj ostaja vse mirno."",Pri ustvarjanju kadenčne napetosti je najpomembnejša funkcija (durove in molove) dominante.,,9,";;;;;;;;
"napetost,""Raki so pogosto zaskrbljeni, stres in napetosti pa škodljivo vplivajo tudi na zdravje Vodnarjev."",""Lahko rečemo, da je telesna napetost pravzaprav čustvena ali umska napetost, ki je shranjena v mišicah."",,,";;;;;;;;
"napetost,""Vsi taki instrumenti so primerni za merjenje hitro ponavljajočih se izmeničnih napetosti ali impulzov, kar dandanes velja za veliko večino meritev."",Prelij gel z elektroforeznim pufrom in priključi na električno napetost (80 - 100 V).,T,1,1";;;;;;;;
"napovedati,""Kar veliko ljudi verjame, da nam lahko napove vreme za naslednje junijske dni."",""Pravi nakupi pa šele pridejo na vrsto, je napovedala novopečena multimilijonarka, ki je doslej zaslužila nekaj malega več kot 9000 funtov na leto."",F,3,1";;;;;;;;
"napovedati,""Zaradi prehoda na novo tehnologijo bo termin prvega sestanka delovne skupine, na katerem bomo obravnavali rezultat prve faze - Analize stanja, možno napovedati jeseni."",""Čeprav so na velikonočni petek nebo bolj kot ne prekrivali oblaki, je čisto poseben žarek posijal družini Čurin iz Vičancev in ji napovedal skorajšnji konec njihove stanovanjske stiske."",F,3,6";;;;;;;;
"napovedati,Do konca leta smo lahko že pod vodo ne pa zmagovalci kot je najprej napovedal.,""Ta je napovedal tudi revizijo dela komisije za nazaj in poudaril, da si želi, da bi bila revizija odslej opravljena enkrat letno."",,,";;;;;;;;
"napovedati,""Izberejo učenca, ki bo nastopil v vlogi voditelja oddaje";" ta napove izjavo, ki naj jo poslušalci komentirajo: “O stresu odloča tisti, ki ga doživlja” (“Stres pridela človek sam” ali “Stres nastaja v glavah ljudi”)."",""Sodnik, osumljen jemanja podkupnine, tako ostaja v priporu, odvetnik pa je že napovedal pritožbo na ustavno pa tudi na vrhovno sodišče."",,,1";;;;;;;
"napovedati,""Minister za pravosodje Aleš Zalar pa je v zvezi s tem napovedal sprejetje zakona, ki bo razširil možnosti za zaseg premoženja."",""Ko jih je prišel obiskat v Adano, so njeni pripravili tradicionalno poročno slavje, napovedali so združitev obeh kmetij, Zara pa je z možem odpotovala v München."",T,1,1";;;;;;;;
"napovedati,""Izola – Pred današnjo tiskovno konferenco, ki jo je napovedal župan Tomislav Klokočovnik, je včeraj 12 (od skupno 23) izolskih svetnikov vložilo na okrožno državno tožilstvo kazensko ovadbo zoper župana zaradi suma storitve kaznivega dejanja zlorabe položaja ali pravic."",""Dokončno oproščeni igralec, ki je sicer zapriseženi budist in se je večkrat srečal z dalajlamo, je že napovedal, da se namerava kmalu spet podati na obisk v Indijo."",,1,";;;;;;;;
"napovedati,""V Civilnem združenju za nadzor institucij so zato napovedali da bodo prihodnjo soboto v parku pripravili protestni shod, s katerim želijo javnost opozoriti na nočni vandalizem v parku."",""Trichet je tako izpolnil pričakovanja vlagateljev in napovedal, da bo ECB dokler bo potrebno oz. vsaj do 12. aprila 2011 nadaljevala z rednimi in posebnimi operacijami refinanciranja bank v neomejenem obsegu in po fiksni obrestni meri."",F,1,7";;;;;;;;
"plavati,""Nato nanjo v razdalji, ki je odvisna od globine, v kateri nameravamo držati vabo (na sliki je to 1 m), pritrdimo vabo, ki na tak način plava na določeni globini."",""Imeli smo srečo z vremenom, fant je bil kar naprej v vodi, samo plaval je in spet plaval, pravi oče Andrej."",T,5,5";;;;;;;;
"plavati,""Svetlolaska, ki smo jo nazadnje lahko videli v filmih Bralec in Krožna cesta , če sodimo po fotografijah, naravnost blesti in plava na krilih mlade ljubezni."",""Bilo je temno, vendar dovolj svetlo, da je videla stene predora, ko je plavala skozenj."",,,";;;;;;;;
"plavati,""V zameno bo moral kar se da uživati: poležavati na soncu, plavati, se potapljati in jadrati, o vsem pa bo moral poročati v tedenskem blogu, opremljenem s fotografijami in videoposnetki."",""V začetku je gledal svet, kako se ziblje okoli svoje osi, in os je bil on sam in obrazi ljudi so plavali v sončni luči."",,5,";;;;;;;;
"plavati,""Jesen je tudi najboljši čas, da poleti pridobljeno kondicijo (morda si dovolj plavala, se igrala z žogo ali kolesarila, rolala) nadaljujemo."",""In zdaj sem že za ovinkom in tete Becky ne vidim več in Lobo plava za menoj, vendar ga ignoriram."",,5,";;;;;;;;
"plavati,""Plavajo lahko zelo dolgo ter nadvse elegantno, in sicer tako, da podobno kot med tekom premikajo vse štiri tace."",""V vsem vrvežu delavcev v ribarnici, ki se jim je kar naprej mudilo, in trušču, ki ga je proizvajalo vsakovrstno dogajanje v ribjih dvoranah, so ledeni hlodi, ki so kot tune še nedavno plavali po bogve katerih morjih sveta, nemo in potrpežljivo čakali na nadaljnjo obdelavo."",T,5,5";;;;;;;;
"plavati,""Z njim lahko brez težav plavajo (pozor, po plavanju ga moraš takoj zamenjati!), plešejo, kolesarijo, jahajo ali počnejo karkoli drugega."",""Heraklej mu je tedaj okrog vratu vrgel močno jekleno verigo in ga pripravil do tega, da je plaval za čolnom vso pot do kopnega."",T,5,5";;;;;;;;
"plavati,""KO PADEŠ V VODO, JE PREPOZNO, DA BI SE PLAVATI UČIL."",""Velum ima migatalke, ki udarjajo in skupaj z valovanjem vsega veluma omogočajo, da ličinka plava."",T,5,5";;;;;;;;
